type,chapter,location,japanese,english,row
text,Setting Out! The Dreamy Millennial Festival,"Mayor's Manor, Porre, 1000 A.D.",[Woman] 子供たちの心がはなれていくのが とってもつらいんです……。[END],[Woman] It's very painful that the children's hearts are moving away......,622
text,Setting Out! The Dreamy Millennial Festival,"Mayor's Manor, Porre, 1000 A.D.",町長「ガハハッ！ 俺は、この町の町長。 実は金持ちなんだよ！！[END],"Mayor: Ga ha hah! I'm this town's mayor. The truth is, I'm rich!!",626
text,Setting Out! The Dreamy Millennial Festival,"Mayor's Manor, Porre, 1000 A.D.",3回まわってコケコッコーで 10Gやってもいいぞ？ やる やらない[END],"I'll could give you 10G if you'll spin around 3 times and cock-a-doodle-doo, okay? Do it Don't do it",632
text,Setting Out! The Dreamy Millennial Festival,"Mayor's Manor, Porre, 1000 A.D.",町長「つまらん。[END],Mayor: Boring.,634
text,Setting Out! The Dreamy Millennial Festival,"Mayor's Manor, Porre, 1000 A.D.",町長「ガハハッ！ そーら10G！[END],"Mayor: Ga ha hah! There, 10G!",637
location,Setting Out! The Dreamy Millennial Festival,,,,639
text,Setting Out! The Dreamy Millennial Festival,"Porre Residence, 1000 A.D.",[Young Man] じいちゃんも、ばあちゃんも、みんな トルースの千年祭へ行っちゃって…… 私たちは、るす番ですよ。[END],"[Young Man] Grandpa, grandma, they've all gone to Truce's Millennial Festival...... We're house-watching.",645
text,Setting Out! The Dreamy Millennial Festival,"Porre Residence, 1000 A.D.",[Young Woman] わたしもお祭り行きた～い！[END],[Young Woman] I wanna go to the festival too!,648
location,Setting Out! The Dreamy Millennial Festival,,,,650
text,Setting Out! The Dreamy Millennial Festival,"Snail Stop, Porre, 1000 A.D.",[Young Woman] なかよく人とくらすモンスターもいるの。 あのピアノひきさんとかね。[END],"[Young Woman] Some monsters live with and get on well with humans. That piano player, for example.",655
text,Setting Out! The Dreamy Millennial Festival,"Snail Stop, Porre, 1000 A.D.",[Man] みーんなトルースの千年祭へ 行っちまったよ。 ったく。　うかれやがって……　ゲプッ……[END],"[Man] Eeeveryone's gone to Truce's Millennial Festival. I mean, come on, getting damn festive...... urp......",660
text,Setting Out! The Dreamy Millennial Festival,"Snail Stop, Porre, 1000 A.D.",[Young Man] 400年前、フィオナという女性が 北のあれた大地を森に変えようとして 死んでいった……悲しい話ですね……。[END],"[Young Man] 400 years ago, a woman called Fiona died trying to turn the rough land to the north into forest...... it's a sad story......",665
text,Setting Out! The Dreamy Millennial Festival,"Snail Stop, Porre, 1000 A.D.",[Shop Keeper] うちのピアノひきは腕がいいんだ。 ぜひ聞いていっておくれ！[END],[Shop Keeper] Our piano player's skilled. Be sure to go listen!,670
text,Setting Out! The Dreamy Millennial Festival,"Snail Stop, Porre, 1000 A.D.",[Poyozo] お～いらは　ピアノひき～[note] かなしいやつ はでなやつ[END],[Poyozo] I'm a piano player~[note] A sad one A flashy one,675
text,Setting Out! The Dreamy Millennial Festival,"Snail Stop, Porre, 1000 A.D.",[Shop Keeper] とっておきの、ハイパーほしにくが あるんだけどねえ～ とっておきだからねえ～。[END],[Shop Keeper] I've got Hyper Dried Meat set aside... And since it IS set aside...,680
text,Setting Out! The Dreamy Millennial Festival,"Snail Stop, Porre, 1000 A.D.",9900Gでなら考えてもいいな。 買うかい？ 買う やめとく[END],"I could consider it, if it's for 9900G. Buy it? Yes No",685
text,Setting Out! The Dreamy Millennial Festival,"Snail Stop, Porre, 1000 A.D.",もの好きだよね～ そ～ら、ハイパーほしにくだ！[END],"You're peculiar... There ya go, Hyper Dried Meat!",688
text,Setting Out! The Dreamy Millennial Festival,"Snail Stop, Porre, 1000 A.D.",やっぱりね。[END],Thought so.,690
location,Setting Out! The Dreamy Millennial Festival,,,,692
text,Setting Out! The Dreamy Millennial Festival,"Ticket Office, Porre, 1000 A.D.",[Ticket Clerk] 定期船に乗るなら10Gだよ。 チケット買うかい？ はい いいえ[END],[Ticket Clerk] It's 10G if you're riding the ferry. Buy a ticket? Yes No,699
text,Setting Out! The Dreamy Millennial Festival,"Ticket Office, Porre, 1000 A.D.",はい。　これがチケットだ。 まいどあり！[END],Here. This is your ticket. Come again!,702
text,Setting Out! The Dreamy Millennial Festival,"Ticket Office, Porre, 1000 A.D.",乗れば気分そうかい！ そんはしないと思うけどなあ……。[END],It feels great if you ride! I don't think it would hurt you......,705
text,Setting Out! The Dreamy Millennial Festival,"Ticket Office, Porre, 1000 A.D.",お金が、たりないなあ……。[END],You don't have enough money......,707
text,Setting Out! The Dreamy Millennial Festival,"Ticket Office, Porre, 1000 A.D.",[Woman] 定期船はいいわねえ。[END],[Woman] The ferry's nice.,710
text,Setting Out! The Dreamy Millennial Festival,"Ticket Office, Porre, 1000 A.D.",[Little Boy] 定期船はいいなあ……。[END],[Little Boy] The ferry's nice......,713
location,Setting Out! The Dreamy Millennial Festival,,,,715
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",[Old Man] おお、わか者よ！ 今日はわが王国の千年祭だ！ ぞんぶんに楽しんでゆかれよ。[END],"[Old Man] Oh, the young! Today is our kingdom's Millennial Festival! Go enjoy it to your heart's content.",721
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",[Little Girl] 走っている人はレース中よ。 話しかけても返事してくれないんだから。[END],[Little Girl] The running people are in the middle of racing. They won't answer even if you talk to them.,725
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",[Man] 正面にたってボタンを押しな。 動きだしたらタイミングよく Aボタンだ。[END],"[Man] Stand in front and push the button. Once you start moving, hit the A button with good timing.",730
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",やったね！！ シルバーポイントカードに1ポイント ためておくよ！！[END],You did it!! You collect one point on your silver point card!!,734
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",[System] もうこれ以上シルバーポイントは ためられないよ。[END],[System] You can't accumulate any more silver points than this.,738
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",[Old Woman] 思い返せばこの国にもいろいろな事が あったからねえ……。 400年くらい前の魔王軍との 戦いとかさ。,"[Old Woman] Thinking back on it, a lot's happened to this country...... Like the war with Magus's army about 400 years ago.",744
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",あんたも今の平和にかんしゃしなよ。[END],You be thankful for the peace now too.,746
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",[Young Woman] ここのおじさん、アクセサリーなんかも 買い取ってくれるそうよ。,[Young Woman] I hear this guy buys accessories and stuff too.,750
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",そうねェ……、ペンダントなんかも 売れるかしらねえ。[END],Yeah...... I bet you could sell pendants and stuff too.,754
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",[Little Boy] エヘヘ、ボク知ってるよ。 何びゃく年か昔、魔王軍と すごい戦いがあったんだって。,"[Little Boy] Eh, heh, heh, I know about it. I heard there was an awesome battle with Magus's army hundreds of years ago.",759
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",もしその戦いに負けてたら 今こんなお祭りはなかったって うちのママが言ってたよ。[END],"My mama says that if we'd lost that battle, there wouldn't be a festival like this now.",763
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",[Young Man] よそうするかい？ はい いいえ[END],[Young Man] Make a prediction? Yes No,768
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",1ばん　てっかめんランナー！ 2ばん　うっちゃれダイナ！ 3ばん　スイートキャット！ 4ばん　ほいほいソルジャー！[END],#1 - The Iron-Masked Runner! #2 - Throw-Down Dina! #3 - Sweet Cat! #4 - The Novice Soldier!,773
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",[Young Man] レース中さ。 だまって見てな！[END],[Young Man] It's the middle of a race. Be quiet and watch!,777
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",[Old Man] 今日のてっかめんランナーは 何かやらかす予感がするぜ。[END],[Old Man] I get the feeling the Iron-Masked Runner's up to something today.,781
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",うっちゃれダイナ…… ふっ……、俺が見込んだやつさ。[END],Throw-Down Dina...... Phew...... I've got high hopes for you.,784
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",たのもしいぜ……、スイートキャット。[END],Promising...... Sweet Cat.,786
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",今のほいほいソルジャーの右に 出る者は……。[END],There's none above the Novice Soldier today......,789
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",[Young Man] 前回の勝者は……,[Young Man] Last round's winner......,792
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",てっかめんランナーです。[END],The Iron-Masked Runner.,794
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",前回の勝者は……,Last round's winner......,796
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",うっちゃれダイナです。[END],Throw-Down Dina.,798
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",前回の勝者は……,Last round's winner......,800
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",スイートキャットです。[END],Sweet Cat.,802
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",前回の勝者は……,Last round's winner......,804
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",ほいほいソルジャーです。[END],The Novice Soldier.,806
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",[Young Man] やったね！！ シルバーポイントカードに20ポイント ためておくよ！！[END],[Young Man] You did it!! You collect twenty points on your silver point card!!,811
text,Setting Out! The Dreamy Millennial Festival,"Leene Square, 1000 A.D.",[Young Man] もうこれ以上ポイントは,[Young Man] You can't accumulate any more points.,814
